0000000018,cabcc974,3ce623d3,ab1c79ca,53c99b2b,75,15,63,05,02,86,70,79,85,70,94,15,88,94,09,39,27242768,83792514,38402392,31647117,47436759,38351449,64886788,43853140,99305878,56005376,41269193,63201490,01556060,07786109,32831055
0000000019,12f68c4e,e34eac69,bd4da676,852501e4,57,15,15,45,74,96,11,55,07,95,33,77,97,75,09,65,85899332,73563314,84995932,95533450,62339386,76015976,93563898,70800627,27656696,61664512,82195338,36555580,82419850,82419938,42007486
0000000020,45ae18a7,39eafac5,75c95bd2,80beefc2,12,79,76,85,02,38,06,33,30,06,87,50,88,32,85,35,09468222,48607102,45849854,03772661,74920974,12010574,05027685,98886923,11613914,30142042,93015940,94685932,05550752,35058939,24894101
0000000021,4817f4a9,50f5d837,c181d724,41c8a954,09,59,72,51,30,13,48,61,37,61,23,50,83,76,74,31,49993925,57142451,83852842,91344741,51011705,53292705,91266400,90600943,21982172,61963625,46811611,29921818,67831458,13769585,00556602
0000000022,51b1c6e6,7af82574,b5d21af3,2eff9583,38,75,77,16,41,06,26,24,03,74,74,26,24,39,90,94,54776257,02876072,27152724,99371071,20429018,78894866,45540886,49211112,01742746,55268320,51229310,61016284,15129556,39638456,81525569
0000000023,a92c7428,0f2ed353,d8c95b28,5c80f14e,07,37,08,40,69,07,96,56,58,36,64,07,06,02,90,96,70095632,09506311,47920712,98792073,32586151,14779365,72719425,38717324,36971944,03938002,65275820,36619969,93747557,72672459,90144571
0000000024,02e59bfe,eccb800b,74fd49f0,9f121691,88,96,08,00,36,32,80,95,54,53,85,42,32,96,57,67,61996184,52874078,52654649,00376788,80436809,94714300,14038578,82770293,29391242,62696028,85830550,58978237,76543934,15990141,54587589
0000000025,63458ace,f6df1935,4f26d498,7445f143,13,71,90,80,30,28,54,03,53,46,63,54,11,01,76,57,51677221,16706897,35142970,61800958,60428098,96156969,52898994,27536531,13676701,22777750,57417152,72662240,80276663,47434273,65603346
0000000026,960c0c73,8a4a5587,64c742dc,d2d0e0a2,44,76,95,75,83,45,71,42,94,36,42,53,32,18,02,38,05417701,26771118,73551648,01904417,21746273,83322282,93366720,68480033,35068168,92984357,48927725,75363728,65560902,95550695,34128983
0000000027,a4b6ef41,168d687c,c6cd8c3c,6aacdbd0,76,19,37,63,74,40,85,45,06,62,10,89,17,24,00,61,66082304,56989779,29307071,48772449,58973710,48481455,62585254,40780205,70607522,93495207,20997104,72573427,95624232,58451375,27078079
0000000028,224767ac,c77bfafa,6e94b888,a2695455,09,65,04,96,54,56,68,32,17,98,96,24,36,93,27,54,23684049,59007707,59272197,31455401,28108593,69525286,11051364,96213214,67296270,08341104,51610222,26730102,79467989,92888811,91511140
0000000029,46878cb0,1edb6902,01cd2162,3ddf0f86,70,19,28,38,50,11,73,00,34,19,20,63,94,34,06,00,91268796,15713133,91491877,65051902,13274946,65251858,51823586,34055179,38009768,43626806,40070549,48209697,21365104,76262265,05039069
0000000030,f580230a,fb794e57,b9dba505,2f264f3f,98,42,58,22,85,93,68,94,84,80,57,40,68,24,37,29,83699032,00302363,05709419,37953659,07312480,51300947,90410626,86268797,84808511,67635033,47753358,27034991,17739473,73586083,42612492
0000000031,30374b22,63f69962,301decd4,a6dd9b24,02,23,06,49,95,31,85,83,57,99,16,86,36,37,80,89,92335596,28481733,32318085,45739525,24182227,12138339,74782958,50373175,94092594,61961592,04324603,18681070,86126325,85676203,57474640
0000000032,3142cc3b,741e082f,77b8a801,07e11756,04,64,36,72,06,86,03,91,27,43,97,73,57,48,18,50,35276932,74619726,38892481,07915585,72401040,59252722,98950762,76995452,48952200,92171656,01586025,34442265,49069541,09460009,37495589
0000000033,f354885e,296a8a6d,86a3456d,d442c62d,87,01,80,54,81,84,11,97,06,68,87,18,78,01,96,54,91796447,31317590,24528366,31100660,23865437,45612309,00951683,00390587,35839594,13447464,55541297,44754182,42358625,89704125,20739003
0000000034,697b018b,d96733e2,272657a9,3226c417,70,75,38,39,29,40,70,59,58,44,33,55,42,75,81,83,34818597,54668877,49063276,78871816,55578777,49787949,06852479,31012503,59055280,86657620,34394438,08374187,88676515,13404921,35137367
0000000035,e5ae94d6,17f63ef4,6ae28b7f,ec53d0d8,66,30,06,90,16,99,35,46,72,14,01,91,18,70,78,72,36838483,31208964,04805558,18436580,21606523,36803602,75939342,43539504,93647180,95741855,53824154,99740136,49190302,84209361,32122136
0000000036,e490b4af,91e64aa2,5175e8af,dd28f474,97,40,18,68,41,40,04,66,41,87,03,21,31,57,94,09,88434473,33124838,92430370,21432295,55543206,40066096,00393371,01873455,67889043,82571016,59172815,53949321,44508976,91492585,17479576
0000000037,0cc80537,1cd12ef6,16f6e3d4,7d9d9456,82,35,05,81,86,30,99,95,59,65,23,28,24,56,07,17,76592639,13399087,01503023,11141253,18370013,53100845,94907014,21237816,33987498,73119887,25202048,86620846,20027404,29934505,72225084
0000000038,4814a5ae,93d1d7a2,b93292ae,6e54e4c1,12,32,59,87,40,86,80,35,07,18,48,21,23,12,00,82,83531017,28955228,49580510,58329590,80840301,65300374,15589971,61562063,41804899,72659341,29553840,86780629,96925808,85061196,99420607
0000000039,fcd5504e,bb865e4e,77eed793,270f53f3,71,32,21,79,39,52,20,91,27,56,69,50,14,78,99,22,12245174,30879012,79603661,46466460,47342354,26348187,82547952,38922022,74783299,42524501,31570934,91303236,67368012,22683357,44461803
0000000040,40e6812f,efbdd340,de4518ae,e63c4cb3,21,36,83,66,61,40,39,37,52,94,63,42,73,01,26,56,29499885,42089553,76074090,62934492,86745016,13292167,64356161,19485043,75786462,76021861,42321759,04921356,02006393,51368270,91656634
0000000041,efecb6e5,85fa381f,51d302ba,dbd63083,13,47,04,36,18,73,40,53,69,54,59,66,02,49,21,32,97683124,43398200,91439677,19026929,46259758,57289089,23484436,37947864,50310750,17523837,99243427,84360394,64198276,52912852,24650291
0000000042,9d7d7a5a,41902f28,2bd89286,34ec47fd,32,96,30,67,40,65,54,65,56,94,90,07,53,17,72,53,13782729,76659706,42050011,19837047,43093316,17647176,91963478,89615537,40250825,24458433,70621503,59156746,79541649,27066501,77694415
0000000043,d58dd9da,c83f698d,fa9ca963,0501f259,29,76,17,22,05,97,35,67,32,87,27,80,75,32,90,53,36877594,86053166,78172720,13499458,34100236,75858471,38184208,18961545,71495447,39619094,75370207,19513732,28076178,66867942,60308731
0000000044,a767a74a,17c472ed,1e4f9752,b0f14f1c,74,54,01,29,46,26,46,31,31,74,61,57,51,45,73,08,20222368,39967040,15061225,02803503,87491256,59168811,38598530,34843698,76531750,40396181,33020706,64789896,66584128,39681080,26401330
0000000045,39475055,6bbd0c51,df09376f,cd44a8d1,40,82,50,36,16,62,89,45,13,13,57,72,99,83,76,17,93250831,58194445,08212092,76380591,63210782,40349598,51080952,84007307,20096877,07882802,04607712,81122362,60398750,75820113,66745577
0000000046,8ec80317,59d28fe8,22e33176,a2d1be44,99,57,12,90,80,16,46,30,30,15,21,08,65,32,28,24,01345317,85363021,95900364,15139716,14548777,26002245,27095811,90481463,93425752,37149385,85123567,42972755,34717414,63337293,27697450
0000000047,885bb471,c75c2c70,a02b180d,672b400a,89,83,22,91,40,28,50,28,76,85,70,36,18,31,49,67,04738058,99699238,42715073,10510500,86322096,90661452,28448056,53495758,35012658,44571273,98553887,62979989,97011152,63578965,13216702
0000000048,3626dbdb,e55025e0,12cc7fca,b4977b9e,51,22,10,30,44,57,85,37,31,96,58,15,23,62,77,97,16586091,04707705,80194266,52655424,02772727,01800032,94899885,68290919,41312727,30099956,52113702,69724371,43970317,30385477,60744415
0000000049,4c187180,c65b837e,16e34509,841a313b,27,44,62,04,74,93,52,26,38,44,50,21,39,23,33,89,89645093,04532332,31045826,11908274,01169002,57534551,18971153,05640957,33921501,52748082,44941774,48856839,28133322,83126704,27261599
0000000050,989e88ab,bd146cf4,632f6eda,c996d457,52,15,82,92,59,66,99,93,92,50,93,65,69,09,27,38,11040046,32128300,20102752,49205104,12484596,38081678,18902279,23370706,81340611,40292544,01948552,39868669,49562001,25614693,62532336
0000000051,95ee3d46,86bca291,8245b19d,1c0cfd7b,77,84,55,10,64,52,94,60,99,28,44,24,14,84,42,96,19919560,88725560,11925052,48462399,91366087,87709102,54024036,44830052,54744206,42582647,68589446,73558168,48512312,26093052,72491106
0000000052,3718668c,925752e8,a7dec4f4,54ffa5fc,32,36,52,50,68,92,20,86,94,07,49,00,01,93,05,27,24699891,07355796,30631667,48865945,90757405,95045048,10403126,07295602,29274619,69751038,71343636,92875603,40796761,77026439,40690600
0000000053,71e93736,2b534c6c,3159e4fc,22f76565,56,55,65,51,12,81,99,66,38,79,77,81,41,92,86,66,52169145,71729223,00810513,07921497,92381955,96569571,22769690,87787233,20916428,71459491,56376754,01755039,19994135,98208545,09024543
0000000054,8d449387,9c2962ba,74b51e59,bf2e67d9,77,05,95,04,64,73,07,39,38,30,94,87,00,94,15,85,51508539,42060341,36312367,86701591,08676645,63509246,53644236,04407064,05266064,92301357,66441901,52789009,36146298,93087077,15063427
0000000055,9da2bc74,8446fd39,dd7e65d4,fa03edfc,34,46,74,21,82,12,30,69,06,28,00,70,67,01,95,78,70718036,60117839,02689042,69791201,87908042,81695241,72479951,19711897,32980166,60256326,10784398,78851492,01526213,85599880,02609926
0000000056,a3193fab,0fa4f8f6,110388e9,9bfd8aff,83,63,31,69,67,62,38,61,71,76,42,76,86,79,55,77,27381003,15624109,62313922,12195363,60288031,75322894,04306505,58002986,33149153,78589710,01861777,23030744,33732184,17110901,65890198
0000000057,bef144c0,020812c9,01a8ea34,8748dfc8,85,84,23,50,91,85,21,11,08,28,31,72,34,03,26,62,54351423,67973877,27747045,28050004,31071067,70468485,64326427,48090857,17731757,68585606,31043563,86552709,36205488,06629966,23238665
0000000058,ddf11e41,98de6bc2,42ff5b54,9354f955,35,15,49,55,74,93,52,63,72,44,65,35,77,03,39,88,39945893,71278810,50240510,42926898,76763261,10010106,22322648,51664522,94647435,18282973,73003941,57828161,27264927,02840983,64791377
0000000059,69a951b7,da7d3cfd,d4204921,6413309b,55,50,50,41,98,19,81,23,16,15,30,05,99,39,08,19,06000662,40699080,32500574,44297346,99298901,04856480,48129296,71106150,88637508,05961555,08493862,25463684,66770196,94990917,37788142
0000000060,a704b950,45d53402,167229fe,2cbb91bb,36,47,58,19,80,83,87,84,62,20,19,65,00,12,90,66,32074475,15236316,18821877,49064800,23852391,65576123,96886098,55173502,98728959,19839317,10540525,49679178,08603229,48844022,17745676
0000000061,dfd4f562,bcd0a116,56bef7c5,1c28f6c6,44,73,71,09,37,60,01,37,16,93,12,04,74,19,89,98,84274082,02893426,29664898,48412347,83589509,63626840,45818334,11053423,06370333,50599029,00919260,06104235,49563005,94148291,89687335
0000000062,c11de13e,3110b33d,adc9f6a0,5c5e08d1,87,59,71,81,48,88,65,34,89,11,09,20,19,89,16,44,96809871,46905688,69374524,67114431,96798896,92861010,96991141,25828103,38036839,70974719,86517326,89608489,01796702,06917565,72562225
0000000063,ec6201c3,32b90f63,15eaca71,cc073dc2,68,05,02,76,67,97,55,48,94,72,69,87,29,82,75,99,22267916,93565921,35027443,14846715,98287555,86354759,18807024,63669516,97068631,57800678,83758498,75609499,66170884,54210936,20494466
0000000064,c567b8ea,e94cb3f2,7d727936,65ffb427,86,97,58,81,35,87,75,55,08,34,14,14,84,91,43,52,75301143,96525229,76457465,46168145,79834524,42099997,71280520,14171429,04420639,29558254,59390665,85563844,81234556,76050957,07663494
0000000065,bebebf39,ee3f8c7b,c7f9ea16,44d57ade,96,18,75,35,18,95,81,28,90,18,98,87,63,12,93,65,19177196,62018752,58174989,94317562,46409561,23967853,74802792,92779492,99501462,11923579,69577832,62001171,50719592,31824149,69149963
0000000066,39423c15,7fa07b86,a6c5197d,dc2fc3d5,14,29,89,79,91,28,29,04,85,57,12,55,54,74,13,84,98979339,08899026,75673738,20015138,37485836,26419417,87131140,82953380,25064323,87181268,65658635,39638459,78149297,20397387,76209324
0000000067,be4eeb45,c45d24c7,85208d8c,00e5c18c,25,24,11,11,06,03,25,30,71,98,58,76,14,19,42,58,44249331,49195583,65573086,12490860,47646231,20354548,07611830,66515745,56694988,56462282,08307176,61795716,87196739,11650807,99765931
0000000068,d2a454fe,dcfed94b,e94e320e,f2d82d0a,45,52,11,32,13,46,18,53,17,45,00,16,93,27,85,55,84547700,91758170,68359194,78189437,22330965,32687357,10904157,50489267,56294962,10791340,31859591,83425320,51856491,10549325,28419063
0000000069,0566a245,ecc0c9e4,899b425e,f0e1bd51,22,74,95,98,04,13,25,61,23,04,05,49,27,97,56,02,83689173,34613298,11517239,77904614,05412168,58340183,03449313,21020688,37473547,06986775,50502494,68337357,63288773,57219673,15408616
0000000070,5c060460,b9e119c5,6f968f81,55fe3f3e,18,80,98,20,15,33,23,87,63,40,51,25,96,45,44,52,29071478,03264349,98118669,04342067,95606753,38278150,24828102,89049371,87257003,80370378,45041520,70140621,82966368,88134866,51479929
0000000071,cc5e2f19,36d34f50,4e7268b9,a4b4d8ee,27,91,05,72,15,97,82,99,71,63,98,81,51,35,95,81,61698445,23844901,73902257,63236259,33870021,65491848,43113212,58506109,36919130,91311216,87827964,41925339,59443523,37167694,84913753
0000000072,c3c1c999,ba4ed212,0da14b51,8499de5c,64,74,13,00,43,73,45,34,58,24,41,44,78,09,18,30,52531356,37264611,99694609,75960253,60919959,14224932,39790620,95055950,81221330,93365078,11201075,89633401,25675456,85064253,31605414
0000000073,35b80fdb,10497512,cc1f952a,d3c15d0e,20,64,82,88,03,70,41,29,02,62,68,27,17,16,67,44,23192532,46955781,91542332,02585673,43382134,32824548,65523209,59152674,11474441,33361556,25269049,88288457,07965893,04704988,94096371
0000000074,7adf9589,3de7634d,e228efce,887dfaee,78,29,60,16,96,02,31,24,48,30,01,90,90,53,45,03,92374657,24624470,79369941,83661336,21727795,78430751,99669289,84547424,48511537,66133955,09219944,37043651,51688930,68799083,57135741
0000000075,bd51ea9d,f7c57a99,d20fa2d9,04c0f131,86,35,25,08,46,10,74,22,52,97,57,92,15,74,62,63,94395352,62442572,77485193,41468788,25687889,65578257,90089367,80017718,93313055,23142248,50342128,54208533,65056175,20644415,12451035
0000000076,e16cfd6b,4e0aa9dd,5b63090b,1eceb182,50,41,84,27,85,06,36,10,81,09,16,47,08,86,34,11,16069882,60225062,17677305,74589770,38082329,73398742,31537272,16216234,60365500,82265165,29508999,83895248,43073331,10218214,06447807
0000000077,9b303dee,2feb066c,1ddb0db7,bca373cf,41,88,61,05,22,79,62,96,12,91,36,55,75,87,62,81,09086500,26309976,22749317,38487278,45139162,37155838,59512578,30448171,28784560,60749199,88438488,41433563,30650125,38100912,96227722
0000000078,a1ea29be,3ea59d0f,5d5126d3,18581419,61,04,52,41,22,62,12,58,75,72,43,85,69,81,93,90,36576795,37782969,99078857,68219454,01734727,31413511,34838560,48610520,35169170,84626216,67954722,30952248,15799628,47726903,21760445
0000000079,f80003ec,8945d410,2ae8b4b1,576002c7,87,99,47,01,50,38,79,88,07,72,42,57,45,42,04,54,84908684,12515865,24777685,92757803,19279278,42824931,87270629,78468749,66470722,74830208,33165278,27248822,17924123,33511771,09929330
0000000080,c5ef79b7,b4128e46,bfb6329a,b4d8315d,16,34,08,75,44,74,47,39,52,21,70,66,34,09,05,56,07238648,98406794,65254453,88999413,74568979,29898265,95025053,33215896,09688313,45756835,02384055,46077121,69766191,64773987,95377995
0000000081,517a3fcb,5506c084,e63cff0c,29985aa5,74,60,65,43,28,44,84,80,53,08,48,23,08,34,06,08,12590312,69285603,92929142,16903813,33543475,42512546,79039045,63301392,21883884,38651588,06222993,38905637,65197013,64435223,96072209
0000000082,47848eae,772fb86e,0d78dea2,8fafca65,09,59,25,76,35,92,63,81,48,21,24,66,68,12,16,66,88707012,55207780,12802647,21213695,97966968,16162175,49711611,50906097,22763515,93542682,66147457,62179998,65660784,70338535,48327441
0000000083,46879661,5a97f8df,194e5211,9ec0e36d,43,43,77,62,32,52,02,65,29,91,60,98,65,01,64,53,07102786,20771460,76965735,92072953,55417678,65149180,30261456,14629141,80563311,39856269,16927632,12313626,81442515,09297108,88778341
0000000084,f6d0b4a7,331becb3,9ba3ccf8,147b6693,55,84,33,43,43,11,55,02,91,25,52,45,19,27,63,52,55333570,39102553,64738046,58030054,05478536,08020196,84811857,63041708,94451212,17429489,20257139,40978405,82364429,05435887,20501363
0000000085,2c2af0f5,f10aafbb,4247e77a,cdf353fe,41,20,01,00,89,30,57,41,45,75,20,50,45,89,56,90,49234157,25700671,00912859,83202240,27901583,91862019,43981798,34651121,92120514,30999320,63906481,35177605,95933107,05922557,49085641
0000000086,caa3af9d,0978ebb0,d65fd710,2a49c819,72,16,55,40,52,93,76,67,20,50,88,31,90,41,00,24,44373368,35766423,41500493,91685608,86682921,28008540,69682689,30693765,25291073,48007572,56111583,12497719,87842269,67211672,80788660
0000000087,54e2bcce,bf5b53c7,3e627dac,bd682282,10,28,53,50,75,84,66,37,47,40,59,55,27,28,65,43,16244647,67198060,06505005,61761739,62875846,65438488,81923296,68814811,70517234,65299201,77476026,26081695,32512503,05985131,01043933
0000000088,7593de97,1eb84574,132d0a0f,d7c64d6f,52,24,70,51,15,70,25,23,09,85,76,26,14,76,24,97,26199942,15564845,31999445,81547158,69455321,44141880,61381900,93723739,89089010,69080897,30215763,67710652,15233635,01846344,32972932
0000000089,cadad649,939dcd1b,b2e9ad3b,87549c98,75,68,89,57,95,50,99,00,07,24,61,18,64,98,25,45,00037038,94494885,24913535,35181253,81347364,15461596,48211941,34100451,53270542,70387202,44417425,07286086,10606749,70388060,41763423
0000000090,36dd9af0,53600d08,3030c85d,eebbd886,09,50,07,90,58,06,05,62,80,66,57,95,06,72,45,18,65833501,08385029,23102538,90140429,05949759,20285880,41568942,89777565,91778423,03814055,32278775,23902849,72029475,05888350,93404522
0000000091,4817df43,de2e2c5c,ce5204b4,b5847ff2,07,06,35,42,99,82,91,46,92,62,54,40,18,79,79,03,17033694,97957520,70062199,81568350,70598445,26045753,30033825,75488379,94023202,76848551,20671409,89278432,38827245,78795663,56939026
0000000092,94796228,982d60ec,7abddac0,9dd45f8b,26,09,58,38,06,21,37,53,88,96,86,90,29,61,91,78,08501860,23516180,97144940,43524206,17402697,84599814,41538312,14971190,77919818,60739734,85561335,67412512,51352369,10774078,93520985
0000000093,403f7b1f,ce18bb78,9428d273,7d4c27b5,99,53,92,11,71,67,73,78,34,43,79,58,08,94,76,00,29239672,99800324,41243228,34521065,81836338,53676092,28811832,28994268,81474748,24823896,85773291,82066372,30492037,15225759,25729642
0000000094,46d9951b,5ec505c1,3121a24b,cf30a8cd,04,34,29,50,57,07,37,85,25,99,83,71,74,39,78,85,64247629,04423327,24240893,62542973,24345169,75921517,02144853,73977560,20364977,46666351,12703069,91650041,58007046,47532810,64658892
0000000095,ded9cb5d,cdfac575,92900c2c,cb719c07,71,13,19,32,72,21,69,67,01,54,94,75,87,87,02,22,20938989,18155217,57481410,16363463,85435728,67547648,85845251,64698977,26035311,15994598,19928415,31857487,31417535,14486066,26419032
0000000096,ce8d4c70,dcbbd283,541a05ff,5e6e42a7,54,13,83,91,87,56,34,31,38,13,38,91,55,13,01,30,08280755,21471561,65537020,84977183,90036911,54780936,85934547,21252578,75219552,53241064,77864768,30383874,18630719,17567093,82485672
0000000097,c38c4373,98c02088,6b518791,36052ceb,11,19,32,24,61,60,01,96,50,14,53,57,92,44,86,68,24386711,68049334,47060310,05288060,57350571,57506114,79439233,71325306,64108862,58038970,20827486,12808608,26825847,62205133,67003846
0000000098,f993691b,aeb7ff8d,8aa6104b,5a315671,01,76,06,98,02,87,50,35,44,74,54,31,29,67,72,02,53836499,84090797,17641940,25725571,84155740,48891112,89243611,51032986,38266884,93731793,15456971,16992006,59979595,33075297,47994846
0000000099,a866c9db,a9a53547,aa9b48f2,6eb20913,39,35,07,68,01,03,33,35,15,57,42,47,73,82,61,22,47034442,66878715,12847669,90196616,51936584,22336903,64293231,46321675,46632938,48827609,87911212,69635933,01783588,08937734,80583982
0000000100,6e3e3cf2,0ffb4a54,4a4f51a7,a4cd891d,80,10,23,71,43,92,55,95,03,59,15,89,10,54,16,11,63041589,59770171,23570804,15471795,82514632,36974258,82742835,34031417,80914833,20824006,11334577,47004710,67875488,15314016,21635283
0000000101,a58930ea,6a22a734,4d586deb,caeec830,76,59,37,67,71,05,29,59,95,68,71,09,06,54,84,75,20888902,31315351,63846006,03055499,16815630,04932398,42644364,98461416,17180528,62415521,03152136,13940501,55701291,40189525,82459747
0000000102,7a10f671,f2360386,0dd5b6b0,40eb82d5,13,64,66,47,71,12,58,15,94,72,62,45,36,64,71,44,80403987,77944265,78354450,28532436,49615407,27978916,34157618,60029052,54028148,15103622,55393976,03920577,30970116,42459827,83616744
0000000103,ef323943,a87d4275,72a65d6b,01d4eb62,89,36,94,99,48,32,32,15,43,43,90,53,96,25,81,75,20709808,39133529,66904928,75811905,80376172,66184051,85124488,21146511,30016365,80489668,67322916,69064843,34610566,89701519,09764163
0000000104,089e43ac,4bbaf182,3d2c784c,5b7c377c,29,70,78,19,69,92,57,97,19,13,75,54,53,29,10,63,37840937,31646363,44070289,55462641,07639184,80532642,04210910,71990723,41193129,22070822,36169881,57338885,20474000,39004797,00305008
0000000105,e396d119,119a3406,2a87f27b,8c666c3c,30,25,72,71,42,57,82,79,42,18,52,17,67,98,09,72,82703454,38072691,36612178,57773678,61348809,19841497,21168788,04862445,71767106,53308731,60697443,37707149,60469156,12014752,88193248
0000000106,80ae63cb,06d4e928,86767ba3,14538e8a,12,59,70,18,93,06,93,35,19,54,85,84,79,40,46,84,44185426,71496989,73671041,63328612,05149694,86636557,54070427,05291479,10515742,43165315,76591347,05771773,66971374,95881297,99180574
0000000107,9345145f,b5af47e6,20821e5b,1e05d6f6,23,88,88,48,29,53,49,32,67,35,15,36,64,45,41,07,16112471,67391774,97069932,99055192,32271296,25022168,29328626,66455726,32215607,95576797,51234661,36628275,96306505,17982803,58165362
0000000108,090a5af4,fec09857,6c3d1bcb,106e76bb,58,02,50,73,34,41,45,93,18,99,62,50,93,55,23,25,14511521,83748080,02361141,74623162,83574387,49791893,10758583,86277614,47674174,90357118,27259514,25380309,13972212,66023255,53672900
0000000109,3de52dd5,79045e4a,f803171f,543ef40e,84,76,80,50,32,78,30,96,18,23,41,82,21,70,97,74,45365512,62852772,43378928,85432523,90867320,30055510,84706621,73779055,13792561,57373608,85492258,81050220,73749237,23074404,11823734
0000000110,9e90f4c7,aded00af,d7c25a04,8ef4b14d,82,98,54,84,01,70,81,35,36,21,88,99,88,40,90,81,12156927,58277079,08062163,33449068,07121696,52148733,30874544,63742416,88974253,58853697,48018183,86196215,29476019,12332852,22271527
0000000111,c6855a46,25a84896,7c8b7357,4bbd8f7f,58,00,43,64,07,15,72,80,71,88,75,88,88,91,60,48,51660425,89984087,59659683,52353963,78289753,70528375,91820227,20305169,00603327,55073379,33451456,77836138,05598509,55123262,95083649
0000000112,02871a72,58231ecf,be906c7c,58717eab,44,46,60,25,37,37,73,56,86,96,39,04,50,91,36,98,12915810,49900617,45905210,07947639,82801690,91267218,55535631,27053151,14264128,28700883,80057796,96591354,51764266,90225186,25967616
0000000113,84af793f,8f2c47e7,efe875b4,6c352933,07,63,34,45,01,54,05,43,31,71,77,47,76,62,05,79,66100441,88642046,41327264,47381471,50879489,45961866,66872894,28725862,21659685,62206485,30385686,62081293,35631265,87568904,69842898
